2741/0000/35-38;http://seizoroi.com/api/sock_classic.html
2741/0000/39-42;http://seizoroi.com/api/sock_classic.html
2741/0000/43-47;http://seizoroi.com/api/sock_classic.html
2741/0099/35-38;http://seizoroi.com/api/sock_classic.html
2741/0099/39-42;http://seizoroi.com/api/sock_classic.html
2741/0099/43-47;http://seizoroi.com/api/sock_classic.html
301677/0099/36;http://seizoroi.com/api/leander.html
301677/0099/37;http://seizoroi.com/api/leander.html
301677/0099/38;http://seizoroi.com/api/leander.html
301677/0099/39;http://seizoroi.com/api/leander.html
301677/0099/40;http://seizoroi.com/api/leander.html
301677/0099/41;http://seizoroi.com/api/leander.html
301677/0099/42;http://seizoroi.com/api/leander.html
301677/0099/43;http://seizoroi.com/api/leander.html
301677/0099/44;http://seizoroi.com/api/leander.html
301677/0099/45;http://seizoroi.com/api/leander.html
301677/0099/46;http://seizoroi.com/api/leander.html
301677/0099/47;http://seizoroi.com/api/leander.html
301677/0099/48;http://seizoroi.com/api/leander.html
301677/0099/49;http://seizoroi.com/api/leander.html
301677/01115/36;http://seizoroi.com/api/leander.html
301677/01115/37;http://seizoroi.com/api/leander.html
301677/01115/38;http://seizoroi.com/api/leander.html
301677/01115/39;http://seizoroi.com/api/leander.html
301677/01115/40;http://seizoroi.com/api/leander.html
301677/01115/41;http://seizoroi.com/api/leander.html
301677/01115/42;http://seizoroi.com/api/leander.html
301677/01115/43;http://seizoroi.com/api/leander.html
301677/01115/44;http://seizoroi.com/api/leander.html
301677/01115/45;http://seizoroi.com/api/leander.html
301677/01115/46;http://seizoroi.com/api/leander.html
301677/01115/47;http://seizoroi.com/api/leander.html
301677/01115/48;http://seizoroi.com/api/leander.html
301677/01115/49;http://seizoroi.com/api/leander.html
301677/96/28;http://seizoroi.com/api/leander.html
301677/96/29;http://seizoroi.com/api/leander.html
301677/96/30;http://seizoroi.com/api/leander.html
301677/96/31;http://seizoroi.com/api/leander.html
301677/96/32;http://seizoroi.com/api/leander.html
301677/96/33;http://seizoroi.com/api/leander.html
301677/96/34;http://seizoroi.com/api/leander.html
301677/96/35;http://seizoroi.com/api/leander.html
301677/96/36;http://seizoroi.com/api/leander.html
301677/96/37;http://seizoroi.com/api/leander.html
301677/96/38;http://seizoroi.com/api/leander.html
301677/96/39;http://seizoroi.com/api/leander.html
301677/96/40;http://seizoroi.com/api/leander.html
301677/96/41;http://seizoroi.com/api/leander.html
301677/96/42;http://seizoroi.com/api/leander.html
301677/96/43;http://seizoroi.com/api/leander.html
301677/96/44;http://seizoroi.com/api/leander.html
301677/96/45;http://seizoroi.com/api/leander.html
301677/96/46;http://seizoroi.com/api/leander.html
301677/96/47;http://seizoroi.com/api/leander.html
301677/96/48;http://seizoroi.com/api/leander.html
301677/96/49;http://seizoroi.com/api/leander.html
